original_filepath,filename,label,aug_method,audio,sample_rate,duration
Audios/Luis/LuisG-03_04.m4a,LuisG-03_04.m4a,Luis,time_stretch_slower,"[-0.00390155 -0.00367302 -0.00368542 ... -0.00070174 -0.00049795
 -0.00082813]",48000,4.051666666666667
Audios/Luis/LuisG-03_04.m4a,LuisG-03_04.m4a,Luis,pitch_shift_alto,"[-0.00343592 -0.00382966 -0.00349367 ...  0.00029047  0.0002571
  0.00030377]",48000,3.2413333333333334
Audios/Luis/LuisG-03_04.m4a,LuisG-03_04.m4a,Luis,pitch_shift_bajo,"[-0.00362208 -0.00379104 -0.00342159 ...  0.00098046  0.00052046
  0.00015426]",48000,3.2413333333333334
Audios/Luis/LuisG-03_04.m4a,LuisG-03_04.m4a,Luis,volume_up,"[-0.0058136  -0.00549316 -0.00549316 ...  0.00759888  0.00787354
  0.00704956]",48000,3.2413333333333334
Audios/Luis/LuisG-03_04.m4a,LuisG-03_04.m4a,Luis,volume_down,"[-0.00193787 -0.00183105 -0.00183105 ...  0.00253296  0.00262451
  0.00234985]",48000,3.2413333333333334
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,original,"[-0.01379395 -0.01376343 -0.01327515 ...  0.00109863  0.00167847
  0.00198364]",48000,2.58
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,noise,"[-0.00221405 -0.01205902 -0.04479518 ... -0.01333169  0.0015531
  0.00666363]",48000,2.58
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,time_stretch_longer,"[-0.01396348 -0.01394082 -0.01342097 ...  0.00305421  0.00312237
  0.00299271]",48000,2.15
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,time_stretch_slower,"[-0.01387682 -0.01383242 -0.01332835 ...  0.00878313  0.00878617
  0.00891068]",48000,3.225
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,pitch_shift_alto,"[-0.01233839 -0.01425472 -0.01280072 ...  0.01240315  0.01166268
  0.01375785]",48000,2.58
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,pitch_shift_bajo,"[-0.01310962 -0.01436361 -0.01267938 ... -0.00517474 -0.00595414
 -0.00568138]",48000,2.58
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,volume_up,"[-0.02069092 -0.02064514 -0.01991272 ...  0.00164795  0.0025177
  0.00297546]",48000,2.58
Audios/Luis/LuisG-03_05.m4a,LuisG-03_05.m4a,Luis,volume_down,"[-0.00689697 -0.00688171 -0.00663757 ...  0.00054932  0.00083923
  0.00099182]",48000,2.58
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,original,"[-0.01531982 -0.01522827 -0.01553345 ...  0.00180054  0.00201416
  0.00219727]",48000,3.5613333333333332
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,noise,"[-0.01096849 -0.03272682 -0.02259419 ... -0.01606822  0.00902563
  0.00574941]",48000,3.5613333333333332
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,time_stretch_longer,"[-0.01536205 -0.01530929 -0.01558192 ...  0.00022945  0.00067542
  0.00084053]",48000,2.9677708333333332
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,time_stretch_slower,"[-1.5088344e-02 -1.4985311e-02 -1.5326744e-02 ... -9.0001506e-04
 -4.2555138e-04  1.0035044e-05]",48000,4.451666666666667
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,pitch_shift_alto,"[-0.01349741 -0.01571253 -0.01493749 ...  0.00118908  0.00188608
  0.00194921]",48000,3.5613333333333332
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,pitch_shift_bajo,"[-0.01446424 -0.01577811 -0.01463276 ... -0.00217125 -0.00194936
 -0.00196774]",48000,3.5613333333333332
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,volume_up,"[-0.02297974 -0.02284241 -0.02330017 ...  0.00270081  0.00302124
  0.0032959 ]",48000,3.5613333333333332
Audios/Luis/LuisG-01_02.m4a,LuisG-01_02.m4a,Luis,volume_down,"[-0.00765991 -0.00761414 -0.00776672 ...  0.00090027  0.00100708
  0.00109863]",48000,3.5613333333333332
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,original,"[ 0.0015564   0.00143433  0.00131226 ... -0.00619507 -0.00598145
 -0.00598145]",48000,3.070666666666667
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,noise,"[ 0.0254272  -0.00733479  0.00828503 ... -0.04637453 -0.01894147
 -0.06356319]",48000,3.070666666666667
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,time_stretch_longer,"[ 0.00153389  0.00141551  0.00129286 ... -0.00191562 -0.00182979
 -0.00169719]",48000,2.558895833333333
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,time_stretch_slower,[0.00153633 0.00141293 0.00129675 ... 0.00246486 0.00241147 0.00247362],48000,3.8383333333333334
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,pitch_shift_alto,"[ 0.0013715   0.00146563  0.00123375 ... -0.0008723  -0.00089306
 -0.00093988]",48000,3.070666666666667
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,pitch_shift_bajo,"[ 0.00145316  0.00149095  0.00123192 ... -0.00042439 -0.0003884
 -0.00018842]",48000,3.070666666666667
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,volume_up,"[ 0.00233459  0.00215149  0.00196838 ... -0.0092926  -0.00897217
 -0.00897217]",48000,3.070666666666667
Audios/Luis/LuisG-01_03.m4a,LuisG-01_03.m4a,Luis,volume_down,"[ 0.0007782   0.00071716  0.00065613 ... -0.00309753 -0.00299072
 -0.00299072]",48000,3.070666666666667
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,original,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.1035156e-05
 -1.2207031e-04 -3.0517578e-05]",16000,2.9178125
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,noise,"[ 0.00727553  0.03817286  0.03579477 ... -0.02544728  0.00945294
 -0.04537816]",16000,2.9178125
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,time_stretch_longer,"[ 1.09404036e-05  1.40280463e-05  1.64509966e-05 ... -1.47735445e-05
 -3.73728108e-05 -1.35868177e-05]",16000,2.4315
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,time_stretch_slower,"[ 1.5513328e-08  3.7834287e-09 -8.2611990e-08 ...  1.0423924e-04
  1.1093794e-04  1.4228065e-04]",16000,3.64725
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,pitch_shift_alto,"[ 2.4060942e-06 -2.9015732e-06  3.1639479e-06 ... -1.9813324e-05
 -4.0041246e-05 -3.0144609e-05]",16000,2.9178125
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,pitch_shift_bajo,"[ 8.5038982e-06  5.3966669e-06  1.2658797e-05 ... -2.2377373e-05
 -3.2014374e-05 -4.6041681e-05]",16000,2.9178125
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,volume_up,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.1552734e-05
 -1.8310547e-04 -4.5776367e-05]",16000,2.9178125
Audios/Luis/Marlon-02_05.ogg,Marlon-02_05.ogg,Luis,volume_down,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.0517578e-05
 -6.1035156e-05 -1.5258789e-05]",16000,2.9178125
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,original,[0.         0.         0.         ... 0.00024414 0.00024414 0.00021362],16000,3.1378125
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,noise,"[ 0.02839613 -0.01724818  0.00357045 ...  0.01299786 -0.00887274
 -0.00181127]",16000,3.1378125
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,time_stretch_longer,"[-1.0203011e-06 -2.8754246e-07  3.7011256e-07 ...  2.8215321e-05
  5.2345331e-05  6.5100103e-05]",16000,2.614875
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,time_stretch_slower,"[ 6.15777793e-08  1.43991254e-08 -5.02045516e-08 ...  1.24821177e-04
  9.96266172e-05  1.11133260e-04]",16000,3.92225
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,pitch_shift_alto,"[ 2.4247929e-06 -2.8907675e-06  3.1756622e-06 ...  8.8339766e-05
  9.7702417e-05  8.7048000e-05]",16000,3.1378125
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,pitch_shift_bajo,"[ 1.5448754e-06 -3.4124510e-06  3.4116986e-06 ... -5.4171142e-05
 -5.7794779e-05 -7.5211457e-05]",16000,3.1378125
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,volume_up,[0.         0.         0.         ... 0.00036621 0.00036621 0.00032043],16000,3.1378125
Audios/Luis/Marlon-02_04.ogg,Marlon-02_04.ogg,Luis,volume_down,[0.         0.         0.         ... 0.00012207 0.00012207 0.00010681],16000,3.1378125
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,original,"[ 0.          0.          0.         ... -0.00036621 -0.00039673
 -0.00045776]",16000,2.6978125
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,noise,[0.0089493  0.0142596  0.00252857 ... 0.00063458 0.03356128 0.02570159],16000,2.6978125
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,time_stretch_longer,"[-9.8926994e-06 -3.1761490e-06  4.7157528e-06 ...  7.5250384e-05
  9.1996721e-05  1.0193805e-04]",16000,2.2481875
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,time_stretch_slower,"[1.2139213e-07 6.6903205e-08 3.7542716e-08 ... 2.7332017e-06 2.5489495e-05
 3.7688740e-05]",16000,3.37225
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,pitch_shift_alto,"[ 2.4532135e-06 -2.8594454e-06  3.2274309e-06 ...  6.5970758e-05
  6.7066321e-05  2.6929047e-05]",16000,2.6978125
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,pitch_shift_bajo,"[-3.5531223e-06 -5.9166878e-06  5.6089943e-06 ...  1.3819811e-04
  1.3294352e-04  1.0025414e-04]",16000,2.6978125
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,volume_up,"[ 0.          0.          0.         ... -0.00054932 -0.00059509
 -0.00068665]",16000,2.6978125
Audios/Luis/Marlon-02_01.ogg,Marlon-02_01.ogg,Luis,volume_down,"[ 0.          0.          0.         ... -0.00018311 -0.00019836
 -0.00022888]",16000,2.6978125
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,original,[0.         0.         0.         ... 0.00018311 0.00015259 0.00018311],16000,2.7378125
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,noise,"[ 0.01998702  0.03737111  0.018098   ... -0.04727361  0.02842946
  0.02092366]",16000,2.7378125
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,time_stretch_longer,"[-5.93062941e-06 -4.55988447e-06 -1.81361406e-06 ...  1.01969163e-04
  1.09193985e-04  1.34836417e-04]",16000,2.2815
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,time_stretch_slower,"[ 2.8616578e-08  1.0651313e-08 -5.5403916e-08 ...  5.6006316e-05
  4.8230719e-05  5.9901799e-05]",16000,3.42225
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,pitch_shift_alto,"[ 2.4096671e-06 -2.8930717e-06  3.1735090e-06 ... -7.5108881e-05
 -1.0491803e-04 -5.3768174e-05]",16000,2.7378125
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,pitch_shift_bajo,"[-1.2989524e-06 -6.2218305e-06  1.9496802e-06 ... -3.5850688e-05
 -3.5800771e-05 -2.8653714e-05]",16000,2.7378125
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,volume_up,[0.         0.         0.         ... 0.00027466 0.00022888 0.00027466],16000,2.7378125
Audios/Luis/Marlon-02_03.ogg,Marlon-02_03.ogg,Luis,volume_down,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.1552734e-05 7.6293945e-05
 9.1552734e-05]",16000,2.7378125
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,original,[0. 0. 0. ... 0. 0. 0.],16000,2.7578125
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,noise,"[-0.0070409  -0.000285    0.00697195 ... -0.01712374  0.07478525
 -0.04800929]",16000,2.7578125
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,time_stretch_longer,"[-1.9258657e-07  5.4312648e-07  1.2290496e-06 ...  4.9464750e-05
  7.2434181e-05  5.9035799e-05]",16000,2.2981875
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,time_stretch_slower,"[ 5.39610312e-08 -1.39825218e-08 -4.82212954e-08 ...  7.74422824e-06
  1.20571540e-05 -1.28837555e-05]",16000,3.44725
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,pitch_shift_alto,"[ 2.4197309e-06 -2.9047008e-06  3.1800862e-06 ...  1.2276512e-04
  1.3963619e-04  1.6011942e-04]",16000,2.7578125
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,pitch_shift_bajo,"[ 2.0320990e-06 -2.8920399e-06  3.9018742e-06 ... -4.1393367e-05
 -4.9903614e-05 -3.4220822e-05]",16000,2.7578125
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,volume_up,[0. 0. 0. ... 0. 0. 0.],16000,2.7578125
Audios/Luis/Marlon-02_02.ogg,Marlon-02_02.ogg,Luis,volume_down,[0. 0. 0. ... 0. 0. 0.],16000,2.7578125
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,original,"[-0.00213623 -0.00231934 -0.00201416 ... -0.00396729 -0.00411987
 -0.00415039]",48000,3.3693333333333335
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,noise,"[-0.00815013 -0.00195214 -0.00841021 ... -0.00990043 -0.01848515
 -0.03196089]",48000,3.3693333333333335
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,time_stretch_longer,"[-0.00211175 -0.00229455 -0.00198853 ... -0.0004041  -0.00052184
 -0.00050216]",48000,2.8077708333333335
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,time_stretch_slower,"[-0.00212537 -0.00230584 -0.00200784 ...  0.0021259   0.00133643
  0.00040545]",48000,4.211666666666667
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,pitch_shift_alto,"[-0.00191467 -0.00236601 -0.00189939 ... -0.00176133 -0.00187507
 -0.00276706]",48000,3.3693333333333335
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,pitch_shift_bajo,"[-0.00200684 -0.00237236 -0.00196032 ...  0.0009468   0.00142598
  0.00090586]",48000,3.3693333333333335
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,volume_up,"[-0.00320435 -0.003479   -0.00302124 ... -0.00595093 -0.00617981
 -0.00622559]",48000,3.3693333333333335
Audios/Luis/LuisG-02_01.m4a,LuisG-02_01.m4a,Luis,volume_down,"[-0.00106812 -0.00115967 -0.00100708 ... -0.00198364 -0.00205994
 -0.0020752 ]",48000,3.3693333333333335
Audios/Luis/LuisG-02_03.m4a,LuisG-02_03.m4a,Luis,original,"[-2.7465820e-04 -1.2207031e-04 -6.1035156e-05 ...  2.5329590e-03
  2.7160645e-03  3.0212402e-03]",48000,3.348
Audios/Luis/LuisG-02_03.m4a,LuisG-02_03.m4a,Luis,noise,"[ 0.02822908 -0.00223912  0.00445089 ...  0.01208713 -0.0202615
  0.01505208]",48000,3.348
Audios/Luis/LuisG-02_03.m4a,LuisG-02_03.m4a,Luis,time_stretch_longer,"[-2.4694978e-04 -1.0002328e-04 -4.5425862e-05 ...  6.2986958e-04
  6.2506757e-04  4.9924460e-04]",48000,2.79
Audios/Luis/LuisG-02_03.m4a,LuisG-02_03.m4a,Luis,time_stretch_slower,"[-2.6681062e-04 -1.0991587e-04 -4.7319172e-05 ...  1.0398467e-03
  1.0459196e-03  1.0180820e-03]",48000,4.185
Audios/Luis/LuisG-02_03.m4a,LuisG-02_03.m4a,Luis,pitch_shift_alto,"[-2.5232215e-04 -8.7242799e-05 -9.3142575e-05 ...  2.1218037e-04
  1.9568019e-04  1.1961452e-04]",48000,3.348
